Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
PAG,"Penske Automotive Group, Inc.",47.95,3850000000,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/pag,
PNR,Pentair plc.,43.71,7250000000,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pnr,
PEN,"Penumbra, Inc.",199.43,720000000,2015.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pen,
PEBO,Peoples Bancorp Inc.,20.43,406970000,,Finance,Major Banks,https://old.nasdaq.com/symbol/pebo,
PEBK,"Peoples Bancorp of North Carolina, Inc.",16.9,97810000,,Finance,Major Banks,https://old.nasdaq.com/symbol/pebk,
PFIS,Peoples Financial Services Corp. ,33.36,2430000,,Finance,Major Banks,https://old.nasdaq.com/symbol/pfis,
PBCT,"People&#39;s United Financial, Inc.",10.18,4320000000,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pbct,
PEP,"Pepsico, Inc.",135.81,188050000000,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/pep,
PRCP,"Perceptron, Inc.",4.03,39180000,1992.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/prcp,
PRDO,Perdoceo Education Corporation,11.98,828190000,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/prdo,
PRFT,"Perficient, Inc.",42.16,140000000,1999.0,Technology,EDP Services,https://old.nasdaq.com/symbol/prft,
PFGC,Performance Food Group Company,37.23,4940000000,2015.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/pfgc,
PSHG,Performance Shipping Inc.,0.6055,30590000,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/pshg,
PFMT,Performant Financial Corporation,0.65,35560000,2012.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/pfmt,
PERI,Perion Network Ltd,5.91,157960000,,Technology,EDP Services,https://old.nasdaq.com/symbol/peri,
PKI,"PerkinElmer, Inc.",117.69,13160000000,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/pki,
PESI,"Perma-Fix Environmental Services, Inc.",6.88,83560000,,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/pesi,
PPIH,"Perma-Pipe International Holdings, Inc.",5.69,46460000,,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/ppih,
PBT,Permian Basin Royalty Trust,2.54,118390000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pbt,
PVL,Permianville Royalty Trust,0.8055,26580000,2011.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pvl,
PRT,PermRock Royalty Trust,1.915,2330000,2018.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/prt,
PRGO,Perrigo Company,48.62,6640000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prgo,
PSNL,"Personalis, Inc.",20.86,665110000,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/psnl,
PRSP,Perspecta Inc.,20.0,3220000000,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/prsp,
PETQ,"PetIQ, Inc.",31.35,895730000,2017.0,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/petq,
PETS,"PetMed Express, Inc.",29.01,588090000,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/pets,
PTR,PetroChina Company Limited,31.88,58350000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ptr,
PBR,Petroleo Brasileiro S.A.- Petrobras,8.28,540000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pbr,
PFNX,Pfenex Inc.,12.7,435570000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pfnx,
PFE,"Pfizer, Inc.",36.07,200440000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pfe,
PFSW,"PFSweb, Inc.",7.13,143990000,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pfsw,
GHY,"PGIM Global High Yield Fund, Inc.",13.52,553290000,2012.0,,,https://old.nasdaq.com/symbol/ghy,
ISD,"PGIM High Yield Bond Fund, Inc.",13.99,465260000,2012.0,,,https://old.nasdaq.com/symbol/isd,
PGTI,"PGT Innovations, Inc.",17.96,1060000000,2006.0,Capital Goods,Building Products,https://old.nasdaq.com/symbol/pgti,
PGTI,"PGT Innovations, Inc.",17.96,1060000000,2006.0,Capital Goods,Building Products,https://old.nasdaq.com/symbol/pgti,
PHAS,"PhaseBio Pharmaceuticals, Inc.",3.17,93020000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/phas,
PHAT,"Phathom Pharmaceuticals, Inc.",34.65,887540000,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/phat,
PAHC,Phibro Animal Health Corporation,18.14,733830000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pahc,
PM,Philip Morris International Inc,81.23,12650000000,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/pm,
PSX,Phillips 66,57.07,24920000000,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/psx,
PSXP,Phillips 66 Partners LP,25.68,5860000000,2013.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/psxp,
PHIO,Phio Pharmaceuticals Corp.,1.95,11270000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/phio,
FENG,Phoenix New Media Limited,1.42,103360000,2011.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/feng,
DNK,Phoenix Tree Holdings Limited,5.7887,1060000000,2020.0,Consumer Services,Building operators,https://old.nasdaq.com/symbol/dnk,
PLAB,"Photronics, Inc.",8.92,585720000,1987.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/plab,
PHR,"Phreesia, Inc.",28.15,1070000000,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/phr,
PHUN,"Phunware, Inc.",0.87,37950000,2016.0,Technology,EDP Services,https://old.nasdaq.com/symbol/phun,
DOC,Physicians Realty Trust,18.15,3780000000,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/doc,
PICO,PICO Holdings Inc.,8.67,164340000,,Finance,Real Estate,https://old.nasdaq.com/symbol/pico,
PLL,Piedmont Lithium Limited,7.05,81450000,,,,https://old.nasdaq.com/symbol/pll,
PDM,"Piedmont Office Realty Trust, Inc.",14.41,1820000000,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/pdm,
PIRS,"Pieris Pharmaceuticals, Inc.",2.77,145140000,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/pirs,
PPC,Pilgrim&#39;s Pride Corporation,16.465,4020000000,,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/ppc,
PCQ,PIMCO California Municipal Income Fund,17.68,33330000,2001.0,,,https://old.nasdaq.com/symbol/pcq,
PCK,Pimco California Municipal Income Fund II,9.27,297710000,2002.0,,,https://old.nasdaq.com/symbol/pck,
PZC,PIMCO California Municipal Income Fund III,10.93,244390000,2002.0,,,https://old.nasdaq.com/symbol/pzc,
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",9.92,115350000,1993.0,,,https://old.nasdaq.com/symbol/pcm,
PTY,Pimco Corporate & Income Opportunity Fund,16.19,1560000000,2002.0,,,https://old.nasdaq.com/symbol/pty,
PCN,Pimco Corporate & Income Stategy Fund,15.86,63110000,2001.0,,,https://old.nasdaq.com/symbol/pcn,
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,19.21,2780000000,2013.0,,,https://old.nasdaq.com/symbol/pci,
PDI,PIMCO Dynamic Income Fund,24.37,1480000000,2012.0,,,https://old.nasdaq.com/symbol/pdi,
NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,6.71,299980000,2019.0,,,https://old.nasdaq.com/symbol/nrgx,
PGP,Pimco Global Stocksplus & Income Fund,8.43,92650000,2005.0,,,https://old.nasdaq.com/symbol/pgp,
PHK,Pimco High Income Fund,5.45,720010000,2003.0,,,https://old.nasdaq.com/symbol/phk,
PKO,Pimco Income Opportunity Fund,23.1,43950000,,,,https://old.nasdaq.com/symbol/pko,
PFL,PIMCO Income Strategy Fund,10.13,308380000,2003.0,,,https://old.nasdaq.com/symbol/pfl,
PFN,PIMCO Income Strategy Fund II,9.08,635620000,2004.0,,,https://old.nasdaq.com/symbol/pfn,
PMF,PIMCO Municipal Income Fund,13.45,348180000,2001.0,,,https://old.nasdaq.com/symbol/pmf,
PML,Pimco Municipal Income Fund II,13.4,84160000,2002.0,,,https://old.nasdaq.com/symbol/pml,
PMX,PIMCO Municipal Income Fund III,11.49,380350000,2002.0,,,https://old.nasdaq.com/symbol/pmx,
PNF,PIMCO New York Municipal Income Fund,11.61,90830000,2001.0,,,https://old.nasdaq.com/symbol/pnf,
PNI,Pimco New York Municipal Income Fund II,11.0201,12330000,2002.0,,,https://old.nasdaq.com/symbol/pni,
PYN,PIMCO New York Municipal Income Fund III,9.1064,52130000,2002.0,,,https://old.nasdaq.com/symbol/pyn,
RCS,"PIMCO Strategic Income Fund, Inc.",6.35,278990000,1994.0,,,https://old.nasdaq.com/symbol/rcs,
PDD,Pinduoduo Inc.,84.74,101490000000,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pdd,
PING,Ping Identity Holding Corp.,29.72,240000000,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ping,
PME,Pingtan Marine Enterprise Ltd.,1.37,108310000,,,,https://old.nasdaq.com/symbol/pme,
PNFP,"Pinnacle Financial Partners, Inc.",38.85,2950000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/pnfp,
PNW,Pinnacle West Capital Corporation,70.9,7980000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnw,
PT,Pintec Technology Holdings Limited,0.79,34080000,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/pt,
PINS,"Pinterest, Inc.",34.11,20480000000,2019.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/pins,
PBFS,"Pioneer Bancorp, Inc.",8.54,221850000,2019.0,Finance,Banks,https://old.nasdaq.com/symbol/pbfs,
HNW,Pioneer Diversified High Income Trust,13.73,114410000,2007.0,,,https://old.nasdaq.com/symbol/hnw,
PHD,Pioneer Floating Rate Trust,10.4,257280000,2004.0,,,https://old.nasdaq.com/symbol/phd,
PHT,Pioneer High Income Trust,8.18,239120000,,,,https://old.nasdaq.com/symbol/pht,
MAV,Pioneer Municipal High Income Advantage Trust,11.12,265760000,,,,https://old.nasdaq.com/symbol/mav,
MHI,Pioneer Municipal High Income Trust,11.75,267560000,2003.0,,,https://old.nasdaq.com/symbol/mhi,
PXD,Pioneer Natural Resources Company,92.07,15120000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pxd,
PPSI,"Pioneer Power Solutions, Inc.",1.31,11430000,,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/ppsi,
PIPR,Piper Sandler Companies,67.53,1210000000,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/pipr,
PBI,Pitney Bowes Inc.,5.15,891370000,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/pbi,
PIC,Pivotal Investment Corporation II,10.49,301590000,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/pic,
PXLW,"Pixelworks, Inc.",2.19,8850000,2000.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/pxlw,
PJT,PJT Partners Inc.,56.3,2170000000,2015.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/pjt,
PAA,"Plains All American Pipeline, L.P.",6.6,4810000000,1998.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/paa,
PAGP,"Plains Group Holdings, L.P.",6.76,1250000000,2013.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/pagp,
PLNT,"Planet Fitness, Inc.",56.34,4870000000,2015.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/plnt,
PLAG,Planet Green Holdings Corp,1.7,18750000,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/plag,
PLT,"Plantronics, Inc.",12.02,489740000,1994.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/plt,
PLG,Platinum Group Metals Ltd.,2.07,132680000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plg,
PLYA,Playa Hotels & Resorts N.V.,4.33,582360000,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/plya,
AGS,"PlayAGS, Inc.",3.76,133920000,2018.0,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/ags,
PHI,PLDT Inc.,29.77,6430000000,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/phi,
PLXS,Plexus Corp.,71.17,2080000000,,Technology,Electrical Products,https://old.nasdaq.com/symbol/plxs,
PLRX,"Pliant Therapeutics, Inc.",26.22,929340000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/plrx,
PLUG,"Plug Power, Inc.",11.71,470000000,1999.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/plug,
PLBC,Plumas Bancorp,20.03,103730000,,Finance,Finance Companies,https://old.nasdaq.com/symbol/plbc,
PS,"Pluralsight, Inc.",16.53,2390000000,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ps,
PSTI,"Pluristem Therapeutics, Inc.",10.22,261170000,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/psti,
PSTV,"PLUS THERAPEUTICS, Inc.",2.46,10510000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pstv,
PLXP,PLx Pharma Inc.,3.62,33150000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/plxp,
PLYM,"Plymouth Industrial REIT, Inc.",13.11,210350000,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/plym,
PNC,"PNC Financial Services Group, Inc. (The)",110.75,47010000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/pnc,
PNM,"PNM Resources, Inc. (Holding Co.)",40.84,3250000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnm,
PCOM,"Points International, Ltd.",10.02,132540000,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pcom,
POLA,"Polar Power, Inc.",1.45,16490000,2016.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pola,
PII,Polaris Inc.,92.67,5680000000,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/pii,
PTE,"PolarityTE, Inc.",1.02,39520000,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pte,
PLM,Polymet Mining Corp.,3.51,353460000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plm,
PYPD,PolyPid Ltd.,13.175,224590000,2020.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pypd,
POOL,Pool Corporation,300.32,12040000000,1995.0,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/pool,
BPOP,"Popular, Inc.",36.59,3080000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/bpop,
POR,Portland General Electric Company,34.05,3050000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/por,
PTMN,Portman Ridge Finance Corporation,1.22,54280000,,,,https://old.nasdaq.com/symbol/ptmn,
PKX,POSCO,38.92,1240000000,1994.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/pkx,
PSTX,"Poseida Therapeutics, Inc.",9.5,587290000,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pstx,
POST,"Post Holdings, Inc.",83.09,5630000000,2012.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/post,
PSTL,"Postal Realty Trust, Inc.",14.64,138340000,2019.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pstl,
PBPB,Potbelly Corporation,3.93,93920000,2013.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/pbpb,
PCH,PotlatchDeltic Corporation,42.4,2840000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pch,
POWL,"Powell Industries, Inc.",25.79,299540000,,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/powl,
POWI,"Power Integrations, Inc.",53.06,3170000000,1997.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/powi,
PW,Power REIT,17.68,33820000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pw,
PBTS,"Powerbridge Technologies Co., Ltd.",1.94,17850000,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/pbts,
PWFL,"PowerFleet, Inc.",5.33,165830000,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/pwfl,
PPD,"PPD, Inc.",33.65,11730000000,2020.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/ppd,
PPG,"PPG Industries, Inc.",127.1,29990000000,,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/ppg,
PPL,PPL Corporation,27.53,21160000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ppl,
PQG,PQ Group Holdings Inc.,11.5,1560000000,2017.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/pqg,
PRAA,"PRA Group, Inc.",41.46,1890000000,2002.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/praa,
PRAH,"PRA Health Sciences, Inc.",103.32,6610000000,2014.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/prah,
PGEN,"Precigen, Inc.",4.92,847770000,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/pgen,
PRPO,"Precipio, Inc.",2.11,34660000,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/prpo,
DTIL,"Precision BioSciences, Inc.",5.24,274290000,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/dtil,
PDS,Precision Drilling Corporation,0.624,171120000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pds,
POAI,Predictive Oncology Inc.,0.845,12860000,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/poai,
APTS,"Preferred Apartment Communities, Inc.",6.44,319570000,2011.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/apts,
PFBC,Preferred Bank,33.91,50640000,,,,https://old.nasdaq.com/symbol/pfbc,
PLPC,Preformed Line Products Company,50.74,249410000,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/plpc,
PFBI,"Premier Financial Bancorp, Inc.",11.87,174170000,1996.0,Finance,Major Banks,https://old.nasdaq.com/symbol/pfbi,
PFC,Premier Financial Corp. ,16.95,632180000,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pfc,
PINC,"Premier, Inc.",31.11,3790000000,2013.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/pinc,
PBIO,"Pressure BioSciences, Inc.",1.81,1990000,,,,https://old.nasdaq.com/symbol/pbio,
PBH,Prestige Consumer Healthcare Inc.,36.52,1830000000,2005.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pbh,
PVG,"Pretium Resources, Inc.",12.92,2410000000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/pvg,
PRVL,Prevail Therapeutics Inc.,11.3,386630000,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/prvl,
PRGX,"PRGX Global, Inc.",4.79,11310000,1996.0,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/prgx,
PSMT,"PriceSmart, Inc.",72.23,2210000000,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/psmt,
PNRG,PrimeEnergy Resources Corporation,65.0,129620000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pnrg,
PRI,"Primerica, Inc.",120.77,4770000000,2010.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/pri,
PRMW,Primo Water Corporation,14.0,2240000000,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/prmw,
PRMW,Primo Water Corporation,14.0,2240000000,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/prmw,
PRIM,Primoris Services Corporation,18.07,871910000,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/prim,
PFG,Principal Financial Group Inc,41.07,11270000000,2001.0,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/pfg,
PGZ,Principal Real Estate Income Fund,11.72,80870000,2013.0,,,https://old.nasdaq.com/symbol/pgz,
PRNB,Principia Biopharma Inc.,100.0,3320000000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prnb,
PRTH,"Priority Technology Holdings, Inc.",2.97,199490000,2016.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/prth,
PRA,ProAssurance Corporation,14.29,770080000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pra,
PG,Procter & Gamble Company (The),138.14,343920000000,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/pg,
PDEX,"Pro-Dex, Inc.",28.1,107850000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pdex,
IPDN,"Professional Diversity Network, Inc.",0.9198,11790000,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ipdn,
PFHD,Professional Holding Corp.,12.79,172030000,2020.0,Finance,Major Banks,https://old.nasdaq.com/symbol/pfhd,
PFIE,"Profire Energy, Inc.",0.7374,35330000,,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/pfie,
PROF,Profound Medical Corp.,14.37,278460000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/prof,
PROG,"Progenity, Inc.",8.92,415210000,1995.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/prog,
PRGS,Progress Software Corporation,34.98,1580000000,1991.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/prgs,
PGR,Progressive Corporation (The),94.98,5560000000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pgr,
PGNY,"Progyny, Inc.",25.86,2220000000,2019.0,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/pgny,
PLD,"Prologis, Inc.",100.21,74030000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pld,
PFPT,"Proofpoint, Inc.",101.69,5860000000,2012.0,Technology,EDP Services,https://old.nasdaq.com/symbol/pfpt,
PUMP,ProPetro Holding Corp.,5.13,517610000,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/pump,
PRPH,"ProPhase Labs, Inc.",3.24,3760000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prph,
PTAC,PropTech Acquisition Corporation,10.41,224470000,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ptac,
PRQR,ProQR Therapeutics N.V.,5.09,255230000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prqr,
PRO,"PROS Holdings, Inc.",31.01,1340000000,2007.0,Technology,EDP Services,https://old.nasdaq.com/symbol/pro,
PROS,"ProSight Global, Inc.",9.35,407540000,2019.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pros,
PBY,Prospect Capital Corporation,25.67,130000000,2018.0,,,https://old.nasdaq.com/symbol/pby,
PSEC,Prospect Capital Corporation,5.01,1890000000,2004.0,,,https://old.nasdaq.com/symbol/psec,
PB,"Prosperity Bancshares, Inc.",51.94,4810000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/pb,
PTGX,"Protagonist Therapeutics, Inc.",19.89,73210000,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptgx,
PLX,"Protalix BioTherapeutics, Inc.",3.38,109660000,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/plx,
TARA,"Protara Therapeutics, Inc. ",17.35,101640000,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tara,
PTVCA,Protective Insurance Corporation,15.15,215330000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvca,
PTVCB,Protective Insurance Corporation,14.0,198990000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvcb,
PTI,"Proteostasis Therapeutics, Inc.",1.29,67310000,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pti,
PRTA,Prothena Corporation plc,12.22,487720000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prta,
PRLB,"Proto Labs, Inc.",148.84,3980000000,2012.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/prlb,
PRVB,"Provention Bio, Inc.",12.93,72770000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prvb,
PVBC,"Provident Bancorp, Inc.",8.12,158120000,2015.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pvbc,
PROV,"Provident Financial Holdings, Inc.",12.16,90430000,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/prov,
PFS,"Provident Financial Services, Inc",12.81,843840000,2003.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pfs,
PBIP,"Prudential Bancorp, Inc.",9.59,78130000,,Finance,Banks,https://old.nasdaq.com/symbol/pbip,
PRS,"Prudential Financial, Inc.",27.3977,933210000,2018.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/prs,
PRU,"Prudential Financial, Inc.",68.12,26910000000,2001.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/pru,
PUK,Prudential Public Limited Company,30.05,3920000000,,Finance,Life Insurance,https://old.nasdaq.com/symbol/puk,
PSB,"PS Business Parks, Inc.",122.48,3370000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psb,
PMD,Psychemedics Corporation,4.65,2570000,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/pmd,
TLK,"PT Telekomunikasi Indonesia, Tbk",18.53,18360000000,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tlk,
PTC,PTC Inc.,82.3,9560000000,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ptc,
PTCT,"PTC Therapeutics, Inc.",45.6,3090000000,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptct,
PEG,Public Service Enterprise Group Incorporated,52.39,2650000000,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/peg,
PSA,Public Storage,220.59,38560000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa,
PHCF,"PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.",3.1,35670000,2018.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/phcf,
PULM,"Pulmatrix, Inc.",1.06,36470000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pulm,
PLSE,"Pulse Biosciences, Inc",11.25,283640000,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/plse,
